occurrenceID	catalogNumber	order	family	genus	scientificName	eventDate	country	preparations	decimalLatitude	decimalLongitude
1824	86 2607 /c	Caryophyllales	Cactaceae	Aztekium	Aztekium Aztekium ritteri			Silica dried	-15.85249878529036	-46.73602010283505
1899	86 4377 /0	Caryophyllales	Cactaceae	Tacinga	Tacinga Tacinga funalis			Silica dried	37.70438959559164	-121.78264181173134
9197	86 5065 /0	Caryophyllales	Cactaceae	Cereus	Cereus Cereus jamacaru			Silica dried	-14.343955744072936	-46.64805139910801
1902	87 1765 /0	Caryophyllales	Cactaceae	Thelocactus	Thelocactus Thelocactus hexaedrophorus			Silica dried	18.383607546912184	-98.68570695470386
9317	87 2128 /0	Caryophyllales	Anacampserotaceae	Grahamia	Grahamia Grahamia bracteata			Silica dried	44.77780407207252	-73.27237118953427
9211	88 1544 /b	Caryophyllales	Cactaceae	Coleocephalocereus	Coleocephalocereus Coleocephalocereus fluminensis			Silica dried	45.16991801979285	-71.83989482901877
8106	88 1991 /0	Caryophyllales	Cactaceae	Haageocereus	Haageocereus Haageocereus pseudomelanostele			Silica dried	-35.53559940718601	-61.12207331801993
1882	88 2838 /a	Caryophyllales	Cactaceae	Pseudoacanthocereus	Pseudoacanthocereus Pseudoacanthocereus brasiliensis			Silica dried	-35.18859601819469	-58.61802745807913
1827	88 2991 /0	Caryophyllales	Cactaceae	Brasiliopuntia	Brasiliopuntia Brasiliopuntia brasiliensis			Silica dried	-36.90455540916717	-56.47780681449653
1843	88 3000 /0	Caryophyllales	Cactaceae	Epiphyllum	Epiphyllum Epiphyllum phyllanthus			Silica dried	43.47592105677507	-74.01444206926278
1859	88 3184 /d	Caryophyllales	Cactaceae	Leocereus	Leocereus Leocereus bahiensis			Silica dried	35.34850355458802	-118.75615334902982
8087	89 1518 /0	Caryophyllales	Cactaceae	Borzicactus	Borzicactus Borzicactus sepium			Silica dried	-34.96130198772315	-58.84050896761554
13133	89 2295 /0	Caryophyllales	Cactaceae	Praecereus	Praecereus Praecereus euchlorus			Silica dried	-15.141594144310703	-47.03495146615758
1820	89 2897 /d	Caryophyllales	Cactaceae	Astrophytum	Astrophytum Astrophytum myriostigma			Silica dried	20.02970380617102	-98.64124963844284
1810	89 3232 /a	Caryophyllales	Cactaceae	Parodia	Parodia Parodia erinacea			Silica dried	-34.511451637646864	-58.67790111381475
9309	89 3696 /0	Caryophyllales	Cactaceae	Stenocereus	Stenocereus Stenocereus standleyi			Silica dried	-13.86376184351417	-47.170602807826356
9323	90 1259 /b	Caryophyllales	Anacampserotaceae	Anacampseros	Anacampseros Anacampseros coahuilensis			Silica dried	19.380679970741795	-98.79970610636228
9311	90 2327 /0	Caryophyllales	Cactaceae	Lemaireocereus	Lemaireocereus Lemaireocereus hollianus			Silica dried	-15.803034075518788	-47.979214036825915
1875	90 3155 /0	Caryophyllales	Cactaceae	Parodia	Parodia Parodia schumanniana			Silica dried	37.2191251996959	-120.58590491472708
1888	90 3741 /0	Caryophyllales	Cactaceae	Samaipaticereus	Samaipaticereus Samaipaticereus corroanus			Silica dried	46.19614121360717	-74.67926299208885
9329	90 4035 /0	Caryophyllales	Anacampserotaceae	Anacampseros	Anacampseros Anacampseros vulcanensis			Silica dried	-15.035641220658578	-47.39808688963302
9307	90 4235 /2	Caryophyllales	Cactaceae	Marshallocereus	Marshallocereus Marshallocereus aragonii			Silica dried	36.53696321593595	-121.44242424001959
9235	90 4640 /0	Caryophyllales	Cactaceae	Espostoopsis	Espostoopsis Espostoopsis dybowskii			Silica dried	-35.24292274250769	-57.061141115868004
1845	91 1894 /0	Caryophyllales	Cactaceae	Eriosyce	Eriosyce Eriosyce subgibbosa			Silica dried	-16.300782612165367	-47.29860666947862
1909	91 2484 /0	Caryophyllales	Cactaceae	Rebutia	Rebutia Rebutia steinbachii			Silica dried	19.584759416236615	-99.45097223319173
9217	91 2542 /0	Caryophyllales	Cactaceae	Aporocactus	Aporocactus Aporocactus flagelliformis			Silica dried	-15.809409861265783	-49.24004383537176
1825	91 3016 /0	Caryophyllales	Cactaceae	Bergerocactus	Bergerocactus Bergerocactus emoryi			Silica dried	-35.47889338134828	-56.12985834534826
9261	92 1623 /a	Caryophyllales	Cactaceae	Pereskiopsis	Pereskiopsis Pereskiopsis porteri			Silica dried	-35.10991416495124	-57.94989498052853
1841	92 1806 /a	Caryophyllales	Cactaceae	Echinopsis	Echinopsis Echinopsis famatimensis			Silica dried	-35.43858615403026	-57.9623830836089
9191	92 2623 /0	Caryophyllales	Cactaceae	Rebutia	Rebutia Rebutia fiebrigii			Silica dried	36.91904933930934	-119.7679634289261
1873	92 2847 /0	Caryophyllales	Cactaceae	Oroya	Oroya Oroya peruviana			Silica dried	46.348312297890146	-73.56995866822035
9297	92 3014 /0	Caryophyllales	Cactaceae	Selenicereus	Selenicereus Selenicereus guatemalensis			Silica dried	36.14178412986173	-118.79101457792983
9183	93 1061 /b	Caryophyllales	Cactaceae	Austrocactus	Austrocactus Austrocactus philippii			Silica dried	-15.14803343463899	-43.89869203532115
9251	93 1853 /0	Caryophyllales	Cactaceae	Leptocereus	Leptocereus Leptocereus quadricostatus			Silica dried	19.165548690344313	-97.70777909786324
1847	93 2194 /a	Caryophyllales	Cactaceae	Escontria	Escontria Escontria chiotilla			Silica dried	-34.064634266530234	-57.79398566153135
9223	93 2403 /0	Caryophyllales	Cactaceae	Echinopsis	Echinopsis Echinopsis tegeleriana			Silica dried	36.949986776927815	-118.88573404845019
9199	931839 /0	Caryophyllales	Cactaceae	Cereus	Cereus Cereus fricii			Silica dried	46.68327728933234	-72.52802511569342
1868	94 1172 /0	Caryophyllales	Cactaceae	Myrtillocactus	Myrtillocactus Myrtillocactus geometrizans			Silica dried	20.081340641492453	-98.19388113569053
1866	94 1437 /a	Caryophyllales	Cactaceae	Anhaloniopsis	Anhaloniopsis Anhaloniopsis madisoniorum			Silica dried	-35.342666052019084	-57.854422523781636
9215	94 1455 /0	Caryophyllales	Cactaceae	Cumulopuntia	Cumulopuntia Cumulopuntia sphaerica			Silica dried	-35.72943088649707	-59.82921981359031
1906	94 2200 /0	Caryophyllales	Cactaceae	Vatricania	Vatricania Vatricania guentheri			Silica dried	44.97253178224021	-71.6880039124391
9303	94 2289 /0	Caryophyllales	Cactaceae	Neoraimondia	Neoraimondia Neoraimondia arequipensis			Silica dried	37.31711452232052	-121.34648685714504
9213	94 2568 /e	Caryophyllales	Cactaceae	Corryocactus	Corryocactus Corryocactus melanotrichus			Silica dried	-33.79920547049062	-56.38202545773277
1795	94 2643 /a	Caryophyllales	Cactaceae	Cephalocereus	Cephalocereus Cephalocereus polylophus			Silica dried	-13.612054515456933	-49.23062595909405
9271	95 1403 /1	Caryophyllales	Cactaceae	Stenocereus	Stenocereus Stenocereus dumortieri			Silica dried	18.814805805806362	-99.08553158037726
1880	95 1447 /0	Caryophyllales	Cactaceae	Pilosocereus	Pilosocereus Pilosocereus leucocephalus			Silica dried	-15.542480055868596	-45.3573745474216
9247	95 2343 /1	Caryophyllales	Cactaceae	Hatiora	Hatiora Hatiora salicornioides			Silica dried	-33.27324064442415	-59.013328269539855
1846	96 1135 /0	Caryophyllales	Cactaceae	Eriosyce	Eriosyce Eriosyce strausiana			Silica dried	37.01699660611776	-119.67608006545079
9305	96 1386 /0	Caryophyllales	Cactaceae	Schlumbergera	Schlumbergera Schlumbergera russelliana			Silica dried	35.776572601661876	-118.71010901282145
1876	96 2017 /a	Caryophyllales	Cactaceae	Parodia	Parodia Parodia ottonis			Silica dried	44.00583108779099	-73.23189159297753
9291	96 2070 /0	Caryophyllales	Cactaceae	Yungasocereus	Yungasocereus Yungasocereus inquisivensis			Silica dried	-15.465661508399508	-47.032899924814046
1860	97 1443 /0	Caryophyllales	Cactaceae	Leuchtenbergia	Leuchtenbergia Leuchtenbergia principis			Silica dried	-13.582392287745796	-46.965573117839064
9267	98 1270 /0	Caryophyllales	Cactaceae	Schlumbergera	Schlumbergera Schlumbergera sp.			Silica dried	-13.63673116822972	-47.54012097884003
8100	98 1499 /a1	Caryophyllales	Cactaceae	Echinopsis	Echinopsis Echinopsis oxygona			Silica dried	35.73642590218991	-120.93526032676944
1850	99 1237 /0	Caryophyllales	Cactaceae	Geohintonia	Geohintonia Geohintonia mexicana			Silica dried	36.429241776437884	-120.29274751566459
9255	99 3081 /0	Caryophyllales	Cactaceae	Maihuenia	Maihuenia Maihuenia poeppigii			Silica dried	37.72535470611263	-119.50737774202322
1798	99 4217 /0	Caryophyllales	Cactaceae	Sclerocactus	Sclerocactus Sclerocactus whipplei			Silica dried	-16.353229858052075	-44.46408263940376
1852	99 4235 /0	Caryophyllales	Cactaceae	Grusonia	Grusonia Grusonia clavata			Silica dried	-36.64377338546729	-58.52961368236963
1889	99 4240 /0	Caryophyllales	Cactaceae	Sclerocactus	Sclerocactus Sclerocactus spinosior			Silica dried	36.78888585157705	-119.30315579546044
1793	99 5113 /0	Caryophyllales	Cactaceae	Cumulopuntia	Cumulopuntia Cumulopuntia boliviana			Silica dried	-34.68879156072833	-57.76535117004154
9233	99 5825 /a	Caryophyllales	Cactaceae	Espostoa	Espostoa Espostoa blossfeldiorum			Silica dried	17.938205968669063	-99.51046655708912
1796	99 6008 /0	Caryophyllales	Cactaceae	Oreocereus	Oreocereus Oreocereus pseudofossulatus			Silica dried	37.9667213889022	-119.13122045930278
8093	99 6114 /0	Caryophyllales	Cactaceae	Disocactus	Disocactus Disocactus biformis			Silica dried	44.134469178906556	-72.59461382356615
1803	99 6271 /0	Caryophyllales	Cactaceae	Cylindropuntia	Cylindropuntia Cylindropuntia imbricata			Silica dried	36.1784108955521	-119.86577796090371
9189	99 6546 /0	Caryophyllales	Cactaceae	Rebutia	Rebutia Rebutia pygmaea			Silica dried	36.2931184083159	-119.92647665115427
1884	99 6563 /c	Caryophyllales	Cactaceae	Rebutia	Rebutia Rebutia minuscula			Silica dried	-15.45601564865345	-47.09323133741289
8086	99 7308 /0	Caryophyllales	Cactaceae	Austrocylindropuntia	Austrocylindropuntia Austrocylindropuntia subulata			Silica dried	-35.74231880063479	-56.89753668395053
9289	99 7311 /0	Caryophyllales	Cactaceae	Yavia	Yavia Yavia cryptocarpa			Silica dried	-35.0752704789893	-58.223227841709495
1894	99 7350 /0	Caryophyllales	Cactaceae	Stephanocereus	Stephanocereus Stephanocereus leucostele			Silica dried	-14.12421286448987	-45.45225013742802
1890	99 8198 /0	Caryophyllales	Cactaceae	Selenicereus	Selenicereus Selenicereus grandiflorus			Silica dried	-13.191191087246807	-47.56990854219903
1853	99 8432 /a	Caryophyllales	Cactaceae	Grusonia	Grusonia Grusonia marenae			Silica dried	-15.558529779391916	-46.29948651222312
1871	99 8506 /a	Caryophyllales	Cactaceae	Neowerdermannia	Neowerdermannia Neowerdermannia vorwerkii			Silica dried	45.784197664376265	-74.55162092688359
8089	99 8520 /b	Caryophyllales	Cactaceae	Browningia	Browningia Browningia candelaris			Silica dried	-14.275210461633373	-46.32890273791194
9205	99 9185 /a	Caryophyllales	Cactaceae	Cleistocactus	Cleistocactus Cleistocactus baumannii			Silica dried	20.310098786949414	-98.54592120316816
1910	99 9330 /0	Caryophyllales	Cactaceae	Rebutia	Rebutia Rebutia fidaiana			Silica dried	37.25629796130182	-119.509542276637
9241	99 9359 /0	Caryophyllales	Cactaceae	Frailea	Frailea Frailea chiquitana			Silica dried	36.44939140585765	-120.14027480703992
4068	A44750278	Solanales	Solanaceae	Schwenckia	Schwenckia Schwenckia sp.			Herbarium	-16.36923393126547	-47.14082720969249
30343	AD AD145474	Poales	Poaceae	Anthosachne	Anthosachne Anthosachne scabra				-32.96784789407489	-59.53763433691079
30353	AD AD177013	Poales	Poaceae	Hemarthria	Hemarthria Hemarthria uncinata				-35.45944030663261	-59.68272504203111
30341	AD AD178953	Poales	Poaceae	Agrostis	Agrostis Agrostis australiensis				-14.309356981901946	-49.00099600726734
30325	AD AD193242	Poales	Poaceae	Cymbopogon	Cymbopogon Cymbopogon ambiguus				-14.216480832571229	-46.43456298799891
30359	AD AD200428	Poales	Poaceae	Distichlis	Distichlis Distichlis distichophylla				-35.29888030674295	-59.96220550838764
30323	AD AD203222	Poales	Poaceae	Cynodon	Cynodon Cynodon convergens				-36.471313018756376	-58.320952255051985
30357	AD AD216788	Poales	Poaceae	Echinochloa	Echinochloa Echinochloa inundata				-14.718705329914764	-49.54913340958068
30333	AD AD219736	Poales	Poaceae	Sorghum	Sorghum Sorghum plumosum				19.805801269910834	-98.1219929631158
30339	AD AD220584	Poales	Poaceae	Panicum	Panicum Panicum australiense				18.92091867573644	-99.0221592281301
30349	AD AD223621	Poales	Poaceae	Tragus	Tragus Tragus australianus				37.71536620380168	-120.49813097287026
30355	AD AD224404	Poales	Poaceae	Eragrostis	Eragrostis Eragrostis australasica				-14.94577576702875	-47.25446763248971
30337	AD AD228223	Poales	Poaceae	Tripogonella	Tripogonella Tripogonella loliiformis				-34.83007293316634	-58.688222320296575
30345	AD AD232291	Poales	Poaceae	Polypogon	Polypogon Polypogon tenellus				37.71461211110173	-119.70088937267349
30329	AD AD236920	Poales	Poaceae	Setaria	Setaria Setaria rara				20.58585287824313	-98.36703476096096
30347	AD AD237257	Poales	Poaceae	Urochloa	Urochloa Urochloa piligera				46.28964643670468	-73.63647023771333
30331	AD AD242583	Poales	Poaceae	Setaria	Setaria Setaria dielsii				19.370818609189733	-100.09899340996398
30327	AD AD244852	Poales	Poaceae	Diplachne	Diplachne Diplachne fusca				36.5659699986399	-119.76801944856682
30335	AD AD262430	Poales	Poaceae	Triodia	Triodia Triodia irritans				45.37515733444492	-71.4968521131307
30351	AD AD270428	Poales	Poaceae	Panicum	Panicum Panicum decompositum				44.87229445818558	-74.23772270203467
23981	AD107503	Alismatales	Hydrocharitaceae	Vallisneria	Vallisneria Vallisneria australis				35.69943850716309	-120.75022139633172
24227	AD110509	Caryophyllales	Caryophyllaceae	Sagina	Sagina Sagina maritima				-15.75470424392673	-47.02596191321707
24253	AD121297	Asterales	Campanulaceae	Lithotoma	Lithotoma Lithotoma petraea				36.84266813445206	-118.29255144180512
